Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772704815,50,,Aggregated,98.500000,6.200000,74,80,85,90,185,211,432,469,445,497,524,1477,93,74.1454997735537,89.43087972687093,3.8,524.1,256
1772704816,50,,Aggregated,98.500000,6.187500,74,80,85,91,186,212,435,473,445,497,524,1576,99,74.64624290457796,90.03485298029096,3.8,524.1,256
1772704817,50,,Aggregated,98.500000,6.176471,72,78,83,88,182,207,424,461,445,497,524,1674,105,72.78524934807903,87.79020844445225,3.8,524.1,256
1772704818,50,,Aggregated,98.500000,6.166667,69,74,79,84,172,196,402,437,445,497,524,1773,111,69.01815523110713,83.24651338644306,3.8,524.1,256
1772704819,50,,Aggregated,98.500000,6.157895,64,69,73,78,160,182,374,407,445,497,524,1871,117,64.26727657549736,77.51622282336913,3.8,524.1,256
1772704820,50,,Aggregated,98.500000,6.200000,59,64,68,72,149,169,348,378,445,497,524,1970,124,59.69579416882864,72.00231173594102,3.8,524.1,256
1772704821,50,,Aggregated,98.500000,6.190476,56,60,64,68,141,160,329,357,445,497,524,2068,130,56.42296634027621,68.05477786273316,3.8,524.1,256
1772704822,50,,Aggregated,98.500000,6.181818,55,59,63,67,138,157,322,350,445,497,524,2167,136,55.25009548613064,66.64011517096374,3.8,524.1,256
1772704823,50,,Aggregated,98.500000,6.173913,56,60,64,68,141,160,329,357,445,497,524,2265,142,56.46434129678782,68.10468242566408,3.8,524.1,256
1772704824,50,,Aggregated,98.500000,6.166667,59,64,68,72,149,170,348,378,445,497,524,2364,148,59.76841404949575,72.08990248431489,3.8,524.1,256
1772704825,50,,Aggregated,98.500000,6.200000,64,69,74,78,161,183,375,407,445,497,524,2462,155,64.35336150082578,77.62005448714989,3.8,524.1,256
1772704826,50,,Aggregated,98.500000,6.192308,69,74,79,84,173,196,402,437,445,497,524,2561,161,69.09662860905975,83.34116435308131,3.8,524.1,256
1772704827,50,,Aggregated,98.500000,6.185185,72,78,83,88,182,207,424,461,445,497,524,2659,167,72.8368981588783,87.85250485624707,3.8,524.1,256
1772704828,50,,Aggregated,98.500000,6.178571,74,80,85,91,186,212,435,473,445,497,524,2758,173,74.658421718025,90.04954250297169,3.8,524.1,256
1772704829,50,,Aggregated,98.500000,6.172414,74,80,85,90,185,210,432,469,445,497,524,2856,179,74.11522679136566,89.39436585297028,3.8,524.1,256
1772704830,50,,Aggregated,98.500000,6.200000,71,77,82,87,178,203,416,452,445,497,524,2955,186,71.34030644153188,86.04738500024769,3.8,524.1,256
1772704831,50,,Aggregated,98.500000,6.193548,67,72,77,81,167,190,390,424,445,497,524,3053,192,67.01305794889352,80.8280575875885,3.8,524.1,256
1772704832,50,,Aggregated,98.500000,6.187500,62,67,71,75,155,177,362,394,445,497,524,3152,198,62.19294266251562,75.01425699601884,3.8,524.1,256
1772704833,50,,Aggregated,98.500000,6.181818,58,62,66,70,145,165,338,368,445,497,524,3250,204,58.06009291190105,70.02940437373911,3.8,524.1,256
1772704834,50,,Aggregated,98.500000,6.176471,55,60,63,67,139,158,324,352,445,497,524,3349,210,55.626374454174325,67.09396549549642,3.8,524.1,256
1772704835,50,,Aggregated,98.500000,6.200000,55,59,63,67,138,157,323,351,445,497,524,3447,217,55.48764644668546,66.92663817569448,3.8,524.1,256
1772704836,50,,Aggregated,98.500000,6.194444,57,62,66,70,144,164,336,365,445,497,524,3546,223,57.67787434397616,69.5683899779651,3.8,524.1,256
1772704837,50,,Aggregated,98.500000,6.189189,61,66,70,75,154,175,359,390,445,497,524,3644,229,61.66081396992128,74.37242792679736,3.8,524.1,256
1772704838,50,,Aggregated,98.500000,6.184211,66,71,76,81,166,189,387,421,445,497,524,3743,235,66.46130279421378,80.16255598563632,3.8,524.1,256
1772704839,50,,Aggregated,98.500000,6.179487,70,76,81,86,177,201,413,449,445,497,524,3841,241,70.9040137297661,85.52114886790251,3.8,524.1,256
1772704840,50,,Aggregated,98.500000,6.200000,73,79,84,90,185,210,430,468,445,497,524,3940,248,73.90121619459437,89.1362361485569,3.8,524.1,256
1772704841,50,,Aggregated,98.500000,6.195122,74,80,85,91,187,212,435,473,445,497,524,4038,254,74.71909049421829,90.12271838071868,3.8,524.1,256
1772704842,50,,Aggregated,98.500000,6.190476,73,79,84,89,183,208,426,463,445,497,524,4137,260,73.15739247572655,88.23907030918403,3.8,524.1,256
1772704843,50,,Aggregated,98.500000,6.186047,69,75,80,84,174,198,405,441,445,497,524,4235,266,69.59848028016842,83.94647467638775,3.8,524.1,256
1772704844,50,,Aggregated,98.500000,6.181818,64,70,74,79,162,184,378,411,445,497,524,4334,272,64.91369973441856,78.29590860274486,3.8,524.1,256
1772704845,50,,Aggregated,98.500000,6.200000,60,65,69,73,150,171,351,381,445,497,524,4432,279,60.25004850351003,72.67082773346442,3.8,524.1,256
1772704846,50,,Aggregated,98.500000,6.195652,56,61,65,69,142,161,330,359,445,497,524,4531,285,56.74935105929208,68.4484480469,3.8,524.1,256
1772704847,50,,Aggregated,98.500000,6.191489,55,59,63,67,138,157,322,350,445,497,524,4629,291,55.26870022720089,66.66255535096231,3.8,524.1,256
1772704848,50,,Aggregated,98.500000,6.187500,56,60,64,68,140,159,327,356,445,497,524,4728,297,56.17061097043542,67.75039846280211,3.8,524.1,256
1772704849,50,,Aggregated,98.500000,6.183673,59,63,68,72,148,168,345,375,445,497,524,4826,303,59.23426408381504,71.44563544878615,3.8,524.1,256
1772704850,50,,Aggregated,98.500000,6.200000,63,68,73,77,159,181,371,403,445,497,524,4925,310,63.70957043654671,76.84354341885019,3.8,524.1,256
1772704851,50,,Aggregated,98.500000,6.196078,68,73,78,83,171,194,399,434,445,497,524,5023,316,68.50081895171614,82.6225262433007,3.8,524.1,256
1772704852,50,,Aggregated,98.500000,6.192308,72,78,83,88,181,206,422,459,445,497,524,5122,322,72.43494489217612,87.36768737764012,3.8,524.1,256
1772704853,50,,Aggregated,98.500000,6.188679,74,80,85,90,186,212,434,472,445,497,524,5220,328,74.54873702026319,89.91724588290207,3.8,524.1,256
1772704854,50,,Aggregated,98.500000,6.185185,74,80,85,90,186,211,433,471,445,497,524,5319,334,74.32466530194391,89.64698091803696,3.8,524.1,256
1772704855,50,,Aggregated,98.500000,6.200000,71,77,82,87,179,204,418,455,445,497,524,5417,341,71.81759030863721,86.62306277226396,3.8,524.1,256
1772704856,50,,Aggregated,98.500000,6.196429,67,73,77,82,169,192,394,428,445,497,524,5516,347,67.64133143600172,81.58585207050054,3.8,524.1,256
1772704857,50,,Aggregated,98.500000,6.192982,62,67,72,76,157,178,366,398,445,497,524,5614,353,62.818382508178736,75.76863367140328,3.8,524.1,256
1772704858,50,,Aggregated,98.500000,6.189655,58,63,67,71,146,166,341,370,445,497,524,5713,359,58.52956962892356,70.5956655216555,3.8,524.1,256
1772704859,50,,Aggregated,98.500000,6.186441,55,60,64,68,139,158,325,353,445,497,524,5811,365,55.8249437686562,67.33347063788686,3.8,524.1,256
1772704860,50,,Aggregated,98.500000,6.200000,55,59,63,67,138,157,322,350,445,497,524,5910,372,55.36669166509459,66.78074810066795,3.8,524.1,256
