Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772359247,50,,Aggregated,145.200000,1.148936,32,34,37,39,71,80,111,120,159,178,187,6824,54,32.31093244051744,35.96716953247073,2.1,187.4,256
1772359248,50,,Aggregated,145.200000,1.166667,32,35,37,40,72,82,112,122,159,178,187,6969,56,32.838203336562245,36.55410529306797,2.1,187.4,256
1772359249,50,,Aggregated,145.200000,1.163265,34,37,39,42,76,86,119,129,159,178,187,7114,57,34.62926207976879,38.54783647300579,2.1,187.4,256
1772359250,50,,Aggregated,145.200000,1.160000,37,40,42,45,81,93,128,139,159,178,187,7260,58,37.24559502444269,41.46022814562963,2.1,187.4,256
1772359251,50,,Aggregated,145.200000,1.156863,40,43,46,48,88,100,137,149,159,178,187,7405,59,40.046632617926356,44.578225256270656,2.1,187.4,256
1772359252,50,,Aggregated,145.200000,1.153846,42,45,48,51,93,105,145,158,159,178,187,7550,60,42.34658316773373,47.13843336829307,2.1,187.4,256
1772359253,50,,Aggregated,145.200000,1.150943,43,47,50,53,95,108,149,162,159,178,187,7695,61,43.582338565692325,48.51402424549435,2.1,187.4,256
1772359254,50,,Aggregated,145.200000,1.166667,43,46,49,53,95,108,149,162,159,178,187,7840,63,43.45134279190567,48.36820526572657,2.1,187.4,256
1772359255,50,,Aggregated,145.200000,1.163636,41,45,48,51,92,104,144,156,159,178,187,7986,64,41.98566818043406,46.7366780008516,2.1,187.4,256
1772359256,50,,Aggregated,145.200000,1.160714,39,42,45,48,86,98,135,147,159,178,187,8131,65,39.54416299335485,44.01889722681342,2.1,187.4,256
1772359257,50,,Aggregated,145.200000,1.157895,36,39,42,44,80,91,126,137,159,178,187,8276,66,36.72459285093526,40.880270463014774,2.1,187.4,256
1772359258,50,,Aggregated,145.200000,1.155172,34,36,39,41,75,85,117,127,159,178,187,8421,67,34.21728685998608,38.08924300466872,2.1,187.4,256
1772359259,50,,Aggregated,145.200000,1.152542,32,35,37,39,71,81,112,121,159,178,187,8566,68,32.63612097244516,36.32915571406396,2.1,187.4,256
1772359260,50,,Aggregated,145.200000,1.166667,32,34,37,39,71,80,111,120,159,178,187,8712,70,32.36821974267069,36.03093934513079,2.1,187.4,256
